address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Rua Caramuru,Vila da Saúde,24,1,0,Apartamento,2400,2845,"Rua Caramuru, Vila da Saúde, São Paulo, Brazil",-23.6097051,-46.6369966,134
Rua Barão de Tatuí,Vila Buarque,39,1,1,Studio e kitnet,1400,2220,"Rua Barão de Tatuí, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Rua Turiassu,Perdizes,40,2,1,Apartamento,2300,3738,"Rua Turiassu, Perdizes, São Paulo, Brazil",-23.5344301,-46.6643729,40
Rua Il Sogno Di Anarello,Vila Mariana,35,1,1,Apartamento,2670,3804,"Rua Il Sogno Di Anarello, Vila Mariana, São Paulo, Brazil",-23.5842266,-46.6387604,117
Rua Vergueiro,Vila Mariana,22,1,0,Apartamento,2560,3105,"Rua Vergueiro, Vila Mariana, São Paulo, Brazil",-23.5763183,-46.6409742,0
Rua Lucrécia Maciel,Jabaquara,51,2,1,Apartamento,2800,3555,"Rua Lucrécia Maciel, Jabaquara, São Paulo, Brazil",-23.6355653,-46.6367039,58
Rua Bom Pastor,Ipiranga,210,3,2,Casa,8000,8362,"Rua Bom Pastor, Ipiranga, São Paulo, Brazil",-23.5841367,-46.6076748,116
Rua do Bosque,Barra Funda,35,2,1,Apartamento,1700,2316,"Rua do Bosque, Barra Funda, São Paulo, Brazil",-23.5233018,-46.6663873,112
Rua Palestra Itália,Perdizes,112,3,1,Apartamento,3985,5986,"Rua Palestra Itália, Perdizes, São Paulo, Brazil",-23.5259626,-46.6824266,100
Rua Correia de Lemos,Chácara Inglesa,50,2,1,Apartamento,1840,2885,"Rua Correia de Lemos, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Rua São Miguel,Vila Alpina,121,3,1,Casa,3900,4111,"Rua São Miguel, Vila Alpina, São Paulo, Brazil",-23.6535269,-46.540796,148
Rua José da Silva Ribeiro,Vila Andrade,67,3,1,Apartamento,2900,3522,"Rua José da Silva Ribeiro, Vila Andrade, São Paulo, Brazil",-23.6252344,-46.7411139,85
Avenida Nossa Senhora da Assunção,Vila Butantã,14,1,0,Studio e kitnet,1100,1138,"Avenida Nossa Senhora da Assunção, Vila Butantã, São Paulo, Brazil",-23.5697452,-46.7453482,124
Avenida Doutor Francisco Ranieri,Lauzane Paulista,63,3,1,Apartamento,2120,2851,"Avenida Doutor Francisco Ranieri, Lauzane Paulista, São Paulo, Brazil",-23.4790522,-46.6439942,145
Rua Tapari,Vila Esperança,72,3,1,Apartamento,3000,4000,"Rua Tapari, Vila Esperança, São Paulo, Brazil",-23.5290944,-46.519133,92
Rua Tamoios,Jardim Aeroporto,25,1,0,Studio e kitnet,1990,2126,"Rua Tamoios, Jardim Aeroporto, São Paulo, Brazil",-20.8191337,-49.4040186,71
Rua Irmã Emerenciana,Vila Nilo,25,1,1,Apartamento,1800,2152,"Rua Irmã Emerenciana, Vila Nilo, São Paulo, Brazil",-23.4625609,-46.5806473,90
Rua Guararapes,Brooklin,50,1,1,Apartamento,2660,4225,"Rua Guararapes, Brooklin, São Paulo, Brazil",-23.6104794,-46.6830285,83
Rua Apiacás,Perdizes,37,1,0,Studio e kitnet,2500,3521,"Rua Apiacás, Perdizes, São Paulo, Brazil",-23.536283,-46.6779811,130
Rua Delegado Moraes Novaes,Vila Andrade,55,2,1,Apartamento,2060,2825,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo, Brazil",-23.6342208,-46.7350352,85
Rua Jucá Quito,Jardim Santo Antônio,103,2,2,Casa,8000,8365,"Rua Jucá Quito, Jardim Santo Antônio, São Paulo, Brazil",-23.6274845,-46.5245206,86
Avenida Mofarrej,Vila Leopoldina,70,3,1,Apartamento,4100,5159,"Avenida Mofarrej, Vila Leopoldina, São Paulo, Brazil",-23.5287909,-46.7422313,128
Rua Betânia,Parque Oratório,70,2,2,Casa,3750,3923,"Rua Betânia, Parque Oratório, São Paulo, Brazil",-23.6358629,-46.5068847,86
Rua Dois de Julho,Ipiranga,39,1,1,Apartamento,1880,2991,"Rua Dois de Julho, Ipiranga, São Paulo, Brazil",-23.5962357,-46.6053041,106
Rua Paulistânia,Sumarezinho,87,2,0,Apartamento,3100,4332,"Rua Paulistânia, Sumarezinho, São Paulo, Brazil",-23.5485952,-46.6893274,149
Rua Bacia do Suacuí,Vila Tolstoi,100,3,2,Casa,4000,4170,"Rua Bacia do Suacuí, Vila Tolstoi, São Paulo, Brazil",-23.5973052,-46.5272626,48
Avenida Ibijaú,Moema,130,3,2,Apartamento,8200,10340,"Avenida Ibijaú, Moema, São Paulo, Brazil",-23.605575,-46.6659696,47
Alameda Lorena,Jardim Paulista,33,1,1,Apartamento,4500,4792,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Antônio Pontes Câmara,Vila Olímpia,120,3,2,Casa,5300,5810,"Rua Antônio Pontes Câmara, Vila Olímpia, São Paulo, Brazil",-23.5985772,-46.6744175,127
Rua Frei Caneca,Consolação,25,1,0,Apartamento,2460,3088,"Rua Frei Caneca, Consolação, São Paulo, Brazil",-23.5584451,-46.6583633,138
Rua Professor Vital Palma E Silva,Jardim Europa,98,2,2,Apartamento,4500,8245,"Rua Professor Vital Palma E Silva, Jardim Europa, São Paulo, Brazil",-23.5830426,-46.690744,127
Praça da República,República,27,1,1,Studio e kitnet,2200,3094,"Praça da República, República, São Paulo, Brazil",-23.5431712,-46.6425205,89
Rua Kansas,Brooklin Paulista,66,2,1,Apartamento,6500,7980,"Rua Kansas, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Casa do Ator,Vila Olímpia,160,2,2,Apartamento,7460,10400,"Rua Casa do Ator, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6842829,83
Avenida Rudge,Barra Funda,36,2,0,Apartamento,1850,2335,"Avenida Rudge, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Joaquim Antunes,Pinheiros,54,2,1,Apartamento,4977,6343,"Rua Joaquim Antunes, Pinheiros, São Paulo, Brazil",-23.5652614,-46.6808541,41
Rua Bandeira Paulista,Itaim Bibi,85,1,2,Apartamento,7839,10240,"Rua Bandeira Paulista, Itaim Bibi, São Paulo, Brazil",-23.5895343,-46.6740657,127
Rua Gabriele D'annunzio,Campo Belo,58,1,2,Apartamento,5800,6827,"Rua Gabriele D'annunzio, Campo Belo, São Paulo, Brazil",-23.6222314,-46.6738455,132
Rua Anhumas,Vila São João Batista,70,2,2,Casa em condomínio,2500,2884,"Rua Anhumas, Vila São João Batista, São Paulo, Brazil",-23.4256864,-46.5142093,42
Rua Doutor Tomás Alves,Vila Mariana,30,1,1,Apartamento,4100,4860,"Rua Doutor Tomás Alves, Vila Mariana, São Paulo, Brazil",-23.5842266,-46.6387604,117
Rua Duque Costa,Interlagos,66,3,1,Apartamento,3000,4005,"Rua Duque Costa, Interlagos, São Paulo, Brazil",-23.69968405,-46.702146,126
Rua Paim,Bela Vista,42,1,2,Studio e kitnet,3300,4287,"Rua Paim, Bela Vista, São Paulo, Brazil",-23.5541341,-46.6502118,96
Avenida Pavão,Indianópolis,50,1,1,Apartamento,4000,5247,"Avenida Pavão, Indianópolis, São Paulo, Brazil",-23.604527,-46.6707522,47
Rua Caiubi,Perdizes,26,1,0,Studio e kitnet,2428,3264,"Rua Caiubi, Perdizes, São Paulo, Brazil",-23.5420649,-46.6693471,130
Avenida Coronel Sezefredo Fagundes,Tucuruvi,50,2,1,Apartamento,2240,2558,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, Brazil",-23.4763092,-46.609503,59
Rua Tapuias,Socorro,70,3,1,Apartamento,3190,4113,"Rua Tapuias, Socorro, São Paulo, Brazil",-23.6705716,-46.7163489,118
Rua Fábio Lopes dos Santos Luz,Vila Andrade,163,3,3,Apartamento,11000,14470,"Rua Fábio Lopes dos Santos Luz, Vila Andrade, São Paulo, Brazil",-23.6321384,-46.7300378,85
Rua Borges de Figueiredo,Mooca,47,1,1,Apartamento,2700,4101,"Rua Borges de Figueiredo, Mooca, São Paulo, Brazil",-23.5571074,-46.6075092,62
Rua das Flechas,Vila Santa Catarina,81,2,1,Apartamento,6800,7703,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua Várzea Grande,Jardim Peri,80,2,0,Casa,1800,2043,"Rua Várzea Grande, Jardim Peri, São Paulo, Brazil",-23.4565049,-46.6622591,145
Avenida Doutor Cardoso de Melo,Vila Olímpia ,123,3,2,Apartamento,7800,10520,"Avenida Doutor Cardoso de Melo, Vila Olímpia , São Paulo, Brazil",-23.5949756,-46.6917927,83
Rua da Consolação,Consolação,26,1,0,Studio e kitnet,2230,2816,"Rua da Consolação, Consolação, São Paulo, Brazil",-23.5524608,-46.6585334,138
Rua Gandavo,Vila Clementino,70,1,0,Apartamento,2615,3366,"Rua Gandavo, Vila Clementino, São Paulo, Brazil",-23.5918009,-46.6436185,117
Alameda Lorena,Jardim Paulista,45,1,1,Studio e kitnet,5200,6409,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Arminda,Vila Olímpia,70,3,1,Apartamento,3900,5060,"Rua Arminda, Vila Olímpia, São Paulo, Brazil",-23.5930524,-46.6735216,127
Rua Tucuna,Vila Pompéia,154,4,3,Apartamento,4700,7609,"Rua Tucuna, Vila Pompéia, São Paulo, Brazil",-23.5380855,-46.6878269,100
Rua Forte William,Vila Andrade,160,3,4,Apartamento,8000,10610,"Rua Forte William, Vila Andrade, São Paulo, Brazil",-23.6285416,-46.7194556,55
Rua Oscar Thompson,Barra Funda,80,2,1,Apartamento,3000,4156,"Rua Oscar Thompson, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Avenida Brigadeiro Luís Antônio,Jardim Paulista,75,2,2,Apartamento,5460,6992,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo, Brazil",-23.5687662,-46.6500111,0
Alameda Joaquim Eugênio de Lima,Jardim Paulista,106,3,2,Apartamento,9800,12490,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Avenida Cupecê,Cidade Ademar,54,2,1,Apartamento,1955,2831,"Avenida Cupecê, Cidade Ademar, São Paulo, Brazil",-23.6797869,-46.6396582,140
Rua Urimonduba,Itaim Bibi,120,2,1,Apartamento,7500,9325,"Rua Urimonduba, Itaim Bibi, São Paulo, Brazil",-23.5782275,-46.6726907,127
Rua Guaianases,Campos Elíseos,79,3,0,Apartamento,1800,2523,"Rua Guaianases, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Coronel Diogo,Jardim Glória,55,2,1,Apartamento,2800,3828,"Rua Coronel Diogo, Jardim Glória, São Paulo, Brazil",-23.5782715,-46.6247097,76
Rua das Fiandeiras,Vila Olímpia,40,1,1,Apartamento,2300,4009,"Rua das Fiandeiras, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6810866,127
Rua das Flechas,Vila Santa Catarina,98,3,1,Apartamento,2100,3290,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua Ipiranga,Jardim Aeroporto,63,2,1,Apartamento,5200,6161,"Rua Ipiranga, Jardim Aeroporto, São Paulo, Brazil",-20.8191337,-49.4040186,71
Rua Joaquim Floriano,Itaim Bibi,28,1,0,Apartamento,5000,5873,"Rua Joaquim Floriano, Itaim Bibi, São Paulo, Brazil",-23.5835514,-46.6708603,127
Avenida Doutor Cardoso de Melo,Vila Olímpia,77,3,1,Apartamento,4500,6238,"Avenida Doutor Cardoso de Melo, Vila Olímpia, São Paulo, Brazil",-23.5965974,-46.6887775,83
Avenida Barão de Monte Mor,Real Parque,170,1,2,Apartamento,8000,10740,"Avenida Barão de Monte Mor, Real Parque, São Paulo, Brazil",-23.6068571,-46.7016005,83
Rua Marquês de Paraná,Alto da Lapa,90,3,1,Apartamento,3000,4690,"Rua Marquês de Paraná, Alto da Lapa, São Paulo, Brazil",-23.5323589,-46.71486695,128
Rua Alegre,Santa Paula,42,1,1,Apartamento,2290,3937,"Rua Alegre, Santa Paula, São Paulo, Brazil",-23.6179926,-46.5549044,120
Rua Pedroso Alvarenga,Itaim Bibi,29,1,1,Studio e kitnet,5700,6404,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, Brazil",-23.580281,-46.6727612,127
Rua Quatá,Vila Olímpia,28,1,1,Studio e kitnet,3499,4737,"Rua Quatá, Vila Olímpia, São Paulo, Brazil",-23.5978781,-46.6786808,127
Avenida Arruda Botelho,Alto de Pinheiros,113,3,2,Apartamento,8000,10740,"Avenida Arruda Botelho, Alto de Pinheiros, São Paulo, Brazil",-23.553382,-46.7192478,94
Rua Bela Cintra,Consolação,28,1,0,Apartamento,4500,5298,"Rua Bela Cintra, Consolação, São Paulo, Brazil",-23.5551576,-46.660423,138
Rua Xavier Gouvêia,Campo Belo,75,2,1,Apartamento,3800,5205,"Rua Xavier Gouvêia, Campo Belo, São Paulo, Brazil",-23.6275885,-46.6736289,132
Rua Gabriel dos Santos,Santa Cecília,62,2,2,Apartamento,2840,4495,"Rua Gabriel dos Santos, Santa Cecília, São Paulo, Brazil",-23.5359083,-46.6594592,40
Rua Frei Vicente do Salvador,Santana,100,3,1,Casa,3000,3092,"Rua Frei Vicente do Salvador, Santana, São Paulo, Brazil",-23.4987607,-46.6285847,135
Rua da Consolação,Consolação,24,1,0,Studio e kitnet,3000,3756,"Rua da Consolação, Consolação, São Paulo, Brazil",-23.5524608,-46.6585334,138
Rua Antônio de Godói,Centro,40,1,0,Studio e kitnet,1850,2191,"Rua Antônio de Godói, Centro, São Paulo, Brazil",-23.5902096,-48.0374919,11
Rua Baronesa de Itu,Santa Cecilia,78,2,1,Apartamento,3300,5369,"Rua Baronesa de Itu, Santa Cecilia, São Paulo, Brazil",-23.5387833,-46.6590767,40
Rua Padre João Manuel,Cerqueira César,140,2,1,Apartamento,15000,18560,"Rua Padre João Manuel, Cerqueira César, São Paulo, Brazil",-23.5632124,-46.6636374,79
Alameda Ministro Rocha Azevedo,Cerqueira César,55,1,1,Apartamento,5500,7221,"Alameda Ministro Rocha Azevedo, Cerqueira César, São Paulo, Brazil",-23.5622085,-46.6602413,79
Rua Fiandeiras,Itaim Bibi,82,2,2,Apartamento,11250,12880,"Rua Fiandeiras, Itaim Bibi, São Paulo, Brazil",-23.5956467,-46.6810866,127
Praça Visconde de Sousa Fontes,Parque da Mooca,80,2,1,Apartamento,3500,5002,"Praça Visconde de Sousa Fontes, Parque da Mooca, São Paulo, Brazil",-23.5777207,-46.5889172,123
Rua Bela Cintra,Consolação,42,1,1,Studio e kitnet,2200,3958,"Rua Bela Cintra, Consolação, São Paulo, Brazil",-23.5551576,-46.660423,138
Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,85,2,2,Apartamento,15000,17190,"Rua Doutor Nicolau de Sousa Queirós, Vila Mariana, São Paulo, Brazil",-23.5793174,-46.638256,0
Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,27,1,0,Apartamento,4200,5536,"Rua Doutor Nicolau de Sousa Queirós, Vila Mariana, São Paulo, Brazil",-23.5793174,-46.638256,0
Rua Dona Veridiana,Higienópolis,135,4,1,Apartamento,4550,6236,"Rua Dona Veridiana, Higienópolis, São Paulo, Brazil",-23.5432327,-46.6514418,89
Rua Pedroso Alvarenga,Itaim Bibi,30,1,1,Apartamento,4500,6634,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, Brazil",-23.580281,-46.6727612,127
Avenida Paula Ferreira,Freguesia do Ó,97,3,1,Apartamento,2400,3593,"Avenida Paula Ferreira, Freguesia do Ó, São Paulo, Brazil",-23.5019764,-46.7004111,93
Rua Azevedo Júnior,Brás,62,2,1,Apartamento,1800,2509,"Rua Azevedo Júnior, Brás, São Paulo, Brazil",-23.550745,-46.6236166,99
Rua Lourdes Fernandes Grossmann,Vila Santo Estéfano,70,1,0,Casa,1400,1552,"Rua Lourdes Fernandes Grossmann, Vila Santo Estéfano, São Paulo, Brazil",-23.6273149,-46.626998,137
Rua Aurélia,Vila Romana,70,2,0,Casa,2500,2726,"Rua Aurélia, Vila Romana, São Paulo, Brazil",-23.5255164,-46.6977969,52
Rua Antônio Xavier de Matos,Engenheiro Goulart,58,2,1,Apartamento,1405,1895,"Rua Antônio Xavier de Matos, Engenheiro Goulart, São Paulo, Brazil",-23.5042698,-46.5202191,143
Rua Icaraí,Tatuapé,50,1,0,Casa,1128,1176,"Rua Icaraí, Tatuapé, São Paulo, Brazil",-23.5340092,-46.5606865,53
Rua José Bernardo Pinto,Vila Guilherme,70,2,0,Apartamento,1387,1640,"Rua José Bernardo Pinto, Vila Guilherme, São Paulo, Brazil",-23.5151105,-46.6058052,122
Avenida Rangel Pestana,Brás,55,1,0,Apartamento,1103,1608,"Avenida Rangel Pestana, Brás, São Paulo, Brazil",-23.5441709,-46.6187755,99
Rua Artur Dias,Cursino,250,2,1,Casa,3200,3603,"Rua Artur Dias, Cursino, São Paulo, Brazil",-23.6224982,-46.6232446,137
Rua Icarai,Tatuapé,110,3,0,Casa em condomínio,2200,2293,"Rua Icarai, Tatuapé, São Paulo, Brazil",-23.5340092,-46.5606865,53
Rua Beta,Jardim Santa Cruz (sacomã),220,4,4,Casa,3100,3386,"Rua Beta, Jardim Santa Cruz (sacomã), São Paulo, Brazil",-23.6391781,-46.5966771,37
Rua Conselheiro Moreira de Barros,Santa Teresinha,120,4,0,Apartamento,2500,2820,"Rua Conselheiro Moreira de Barros, Santa Teresinha, São Paulo, Brazil",-23.4958717,-46.6298823,135
Rua Guaianases,Campos Elíseos,66,2,0,Apartamento,2000,2077,"Rua Guaianases, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Doutor Eduardo Lobo,Parque Imperial,109,2,3,Casa,2650,2856,"Rua Doutor Eduardo Lobo, Parque Imperial, São Paulo, Brazil",-23.6237626,-46.6318638,137
Rua dos Carmelitas,Sé,44,1,0,Apartamento,1000,1504,"Rua dos Carmelitas, Sé, São Paulo, Brazil",-23.5508486,-46.6291682,60
Rua Catumbi,Brás,54,1,0,Apartamento,1400,1854,"Rua Catumbi, Brás, São Paulo, Brazil",-23.5488011,-46.6180897,99
Rua Correia de Almeida,Jabaquara,86,2,2,Casa em condomínio,2600,3014,"Rua Correia de Almeida, Jabaquara, São Paulo, Brazil",-23.6326951,-46.6488563,58
Rua Assungui,Vila Gumercindo,60,2,2,Apartamento,2550,3623,"Rua Assungui, Vila Gumercindo, São Paulo, Brazil",-23.6070749,-46.6177288,44
Rua Piraçununga,Vila Bertioga,60,2,0,Studio e kitnet,1280,1393,"Rua Piraçununga, Vila Bertioga, São Paulo, Brazil",-22.3851905,-46.9246496,3
Avenida Itaberaba,Nossa Senhora do Ó,70,2,0,Apartamento,1770,1968,"Avenida Itaberaba, Nossa Senhora do Ó, São Paulo, Brazil",-23.4985153,-46.6981505,93
Rua General Canavarro,Campestre,180,3,2,Casa,3270,3493,"Rua General Canavarro, Campestre, São Paulo, Brazil",-23.6374638,-46.5461417,120
Rua dos Viajantes,Vila Monumento,98,1,2,Casa,1600,1668,"Rua dos Viajantes, Vila Monumento, São Paulo, Brazil",-23.5832932,-46.6129358,116
Avenida Dona Emília de Castro Martins,Jardim Bela Vista,190,3,2,Casa,2300,2549,"Avenida Dona Emília de Castro Martins, Jardim Bela Vista, São Paulo, Brazil",-23.4335884,-46.5146656,42
Rua dos Gusmões,Santa Efigênia,30,1,0,Studio e kitnet,820,1102,"Rua dos Gusmões, Santa Efigênia, São Paulo, Brazil",-20.5329716,-47.42816,5
Rua Coronel Artur Godói,Vila Mariana,90,3,1,Casa,4000,4544,"Rua Coronel Artur Godói, Vila Mariana, São Paulo, Brazil",-23.5848176,-46.6406908,117
Rua Francisca Miquelina,Bela Vista,56,1,0,Studio e kitnet,2200,3404,"Rua Francisca Miquelina, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6480884,96
Rua Sargento Jeter Augusto Pereira,Parque Novo Mundo,20,1,0,Studio e kitnet,617,682,"Rua Sargento Jeter Augusto Pereira, Parque Novo Mundo, São Paulo, Brazil",-23.5128555,-46.5663943,113
Rua Luís do Paço,Tatuapé,36,1,0,Studio e kitnet,950,1492,"Rua Luís do Paço, Tatuapé, São Paulo, Brazil",-23.5329847,-46.5631686,53
Rua Ribeirão Bonito,Vila Moinho Velho,123,3,1,Casa,3700,3841,"Rua Ribeirão Bonito, Vila Moinho Velho, São Paulo, Brazil",-23.6162579,-46.6057379,136
Rua Padre Mariano Ronchi,Piqueri,30,1,0,Apartamento,1380,1433,"Rua Padre Mariano Ronchi, Piqueri, São Paulo, Brazil",-23.4878951,-46.7142333,93
Rua Assungui,Vila Gumercindo,156,3,2,Casa,5130,5681,"Rua Assungui, Vila Gumercindo, São Paulo, Brazil",-23.6070749,-46.6177288,44
Rua Manoel Dutra,Bela Vista,62,2,1,Apartamento,3700,4735,"Rua Manoel Dutra, Bela Vista, São Paulo, Brazil",-23.5556409,-46.6480884,96
Rua São Florêncio,Cangaiba,45,2,1,Apartamento,1100,1622,"Rua São Florêncio, Cangaiba, São Paulo, Brazil",-23.510152,-46.5304637,143
Rua da Glória,Liberdade,40,1,0,Apartamento,1750,2243,"Rua da Glória, Liberdade, São Paulo, Brazil",-23.5577081,-46.6340727,60
Rua Alexandre Leví,Cambuci,51,2,1,Apartamento,2200,2784,"Rua Alexandre Leví, Cambuci, São Paulo, Brazil",-23.558256,-46.6203464,25
Rua Coronel Marques Ribeiro,Vila Guilherme,47,2,1,Apartamento,1700,2016,"Rua Coronel Marques Ribeiro, Vila Guilherme, São Paulo, Brazil",-23.5110206,-46.6102276,122
Rua Xambicá,Vila Leopoldina,30,1,0,Casa,1250,1370,"Rua Xambicá, Vila Leopoldina, São Paulo, Brazil",-23.5325249,-46.7207953,128
Rua Hercília,Vila Matilde,250,3,4,Casa,3100,3432,"Rua Hercília, Vila Matilde, São Paulo, Brazil",-23.5395362,-46.5275743,70
Rua Mariz E Barros,Jardim da Gloria,32,2,0,Apartamento,3000,3049,"Rua Mariz E Barros, Jardim da Gloria, São Paulo, Brazil",-23.5815766,-46.6186957,116
"Santa Ifigênia, São Paulo - Sp, 01208-001, Brasil",Santa Ifigênia,46,1,0,Apartamento,864,1333,"Santa Ifigênia, São Paulo - Sp, 01208-001, Brasil, Santa Ifigênia, São Paulo, Brazil",-23.5418514,-46.6363962,89
Rua Barata Ribeiro,Bela Vista,60,2,1,Apartamento,3500,4469,"Rua Barata Ribeiro, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6533163,96
Rua Voluntários da Pátria,Santana,45,1,2,Studio e kitnet,2250,3317,"Rua Voluntários da Pátria, Santana, São Paulo, Brazil",-23.5182075,-46.6282649,65
Rua Santa Albina,Jardim Santa Monica,190,3,3,Casa,2600,2728,"Rua Santa Albina, Jardim Santa Monica, São Paulo, Brazil",-23.4804365,-46.7488031,43
Avenida Nove de Julho,Bela Vista,50,1,0,Studio e kitnet,1750,2018,"Avenida Nove de Julho, Bela Vista, São Paulo, Brazil",-23.556888,-46.6518658,96
Rua Cipriano Barata,Ipiranga,199,3,6,Casa,6065,6739,"Rua Cipriano Barata, Ipiranga, São Paulo, Brazil",-23.585603,-46.6054773,116
Rua Dionísio da Costa,Vila Mariana,80,2,0,Apartamento,1800,2363,"Rua Dionísio da Costa, Vila Mariana, São Paulo, Brazil",-23.5896868,-46.6260454,76
Avenida Brigadeiro Luís Antônio,Bela Vista,34,1,0,Apartamento,1100,1550,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, Brazil",-23.565969,-46.6479669,0
Rua Amambaí,Vila Guilherme,45,2,0,Apartamento,1200,1347,"Rua Amambaí, Vila Guilherme, São Paulo, Brazil",-23.5127803,-46.6045529,122
Rua dos Navegantes,Vila Penteado,70,1,1,Casa,1000,1109,"Rua dos Navegantes, Vila Penteado, São Paulo, Brazil",-23.4687595,-46.6836675,115
Rua Maria do Carmo Sene,Vila Paulicéia,134,3,4,Casa,4200,4678,"Rua Maria do Carmo Sene, Vila Paulicéia, São Paulo, Brazil",-23.4883218,-46.6123568,59
Rua Helena Zerrener,Liberdade,32,1,0,Studio e kitnet,810,1255,"Rua Helena Zerrener, Liberdade, São Paulo, Brazil",-23.558891,-46.6340727,60
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,57,2,0,Apartamento,2450,3505,"Avenida Diógenes Ribeiro de Lima, Alto de Pinheiros, São Paulo, Brazil",-23.5427536,-46.7160066,128
Rua Major Maragliano,Vila Mariana,59,2,1,Apartamento,2900,4037,"Rua Major Maragliano, Vila Mariana, São Paulo, Brazil",-23.5875985,-46.6387604,117
Avenida Henrique Morize,Vila Formosa,25,1,0,Casa,1250,1303,"Avenida Henrique Morize, Vila Formosa, São Paulo, Brazil",-23.569706,-46.5356819,87
Rua Francisco Siracusa,Parque Fongaro,170,2,1,Casa,2200,2347,"Rua Francisco Siracusa, Parque Fongaro, São Paulo, Brazil",-23.6337486,-46.592052,37
Avenida Senador Vergueiro,Rudge Ramos,65,2,1,Apartamento,3000,3884,"Avenida Senador Vergueiro, Rudge Ramos, São Paulo, Brazil",-23.6588572,-46.567379,56
Rua Wandenkolk,Mooca,61,2,0,Apartamento,1766,2276,"Rua Wandenkolk, Mooca, São Paulo, Brazil",-23.560357,-46.5989864,62
Rua Joana D’arc,Mooca,90,3,2,Apartamento,2040,2615,"Rua Joana D’arc, Mooca, São Paulo, Brazil",-23.5589873,-46.5874061,62
Rua Condessa de São Joaquim,Bela Vista,40,1,0,Studio e kitnet,1940,2545,"Rua Condessa de São Joaquim, Bela Vista, São Paulo, Brazil",-23.5582539,-46.6391126,60
Rua Lavradio,Barra Funda,78,2,0,Apartamento,2310,2914,"Rua Lavradio, Barra Funda, São Paulo, Brazil",-23.5310933,-46.6615564,40
Avenida Duque de Caxias,Campos Elíseos,35,1,0,Studio e kitnet,900,1376,"Avenida Duque de Caxias, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Tonelero,Vila Ipojuca,210,3,0,Casa,4000,4795,"Rua Tonelero, Vila Ipojuca, São Paulo, Brazil",-23.5370245,-46.7062421,52
Rua Henrique Xavier,Vila Carrão,167,3,2,Casa,4300,4547,"Rua Henrique Xavier, Vila Carrão, São Paulo, Brazil",-23.5624891,-46.5305041,87
Rua Francisco Aíres,Macedo,142,2,2,Casa,4000,4182,"Rua Francisco Aíres, Macedo, São Paulo, Brazil",-23.4590901,-46.5169619,42
Rua Albina Barbosa,Aclimação,220,3,2,Casa,5810,6407,"Rua Albina Barbosa, Aclimação, São Paulo, Brazil",-23.5706287,-46.6269665,25
Rua Marquesa de Santos,Vila Dom Pedro I,41,1,2,Apartamento,2600,3425,"Rua Marquesa de Santos, Vila Dom Pedro I, São Paulo, Brazil",-23.6057206,-46.6130116,44
Rua João Rudge,Casa Verde,80,2,2,Apartamento,4200,5022,"Rua João Rudge, Casa Verde, São Paulo, Brazil",-23.5140264,-46.6557123,112
Rua Aurora,Santa Ifigênia,50,1,0,Apartamento,1750,2290,"Rua Aurora, Santa Ifigênia, São Paulo, Brazil",-23.5390263,-46.638775,89
Rua Conselheiro Ramalho,Bela Vista,35,1,0,Studio e kitnet,999,1512,"Rua Conselheiro Ramalho, Bela Vista, São Paulo, Brazil",-23.5579071,-46.6443752,96
Avenida Curió,Campanário,40,1,1,Apartamento,1260,1807,"Avenida Curió, Campanário, São Paulo, Brazil",-23.6599604,-46.6210394,140
