address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Avenida Rangel Pestana,Brás,30,1,0,Apartamento,1250,1598,"Avenida Rangel Pestana, Brás, São Paulo, Brazil",-23.5441709,-46.6187755,99
Praça Doutor Mário Margarido,Liberdade,46,1,0,Studio e kitnet,1880,2252,"Praça Doutor Mário Margarido, Liberdade, São Paulo, Brazil",-23.558891,-46.6340727,60
Rua Carlos Sampaio,Bela Vista,125,3,1,Casa em condomínio,6000,6264,"Rua Carlos Sampaio, Bela Vista, São Paulo, Brazil",-23.5683706,-46.6468811,0
Avenida Santo Amaro,Brooklin Paulista,36,1,1,Studio e kitnet,3400,4178,"Avenida Santo Amaro, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Nossa Senhora das Dores,Vila Formosa,150,2,2,Casa,2200,2443,"Rua Nossa Senhora das Dores, Vila Formosa, São Paulo, Brazil",-23.5688172,-46.5340968,87
Rua Changua,Chácara Inglesa,110,2,1,Casa,2350,2662,"Rua Changua, Chácara Inglesa, São Paulo, Brazil",-23.6085625,-46.6350678,134
Rua Arco-verde,Vila Guilhermina,120,2,2,Casa,3300,3355,"Rua Arco-verde, Vila Guilhermina, São Paulo, Brazil",-23.5349877,-46.51514605,13
Alameda São Caetano,Jardim,67,2,1,Apartamento,2180,2363,"Alameda São Caetano, Jardim, São Paulo, Brazil",-23.6446314,-46.5405798,148
Rua Conselheiro Elias de Carvalho,Vila Santa Catarina,80,1,1,Casa,2300,2498,"Rua Conselheiro Elias de Carvalho, Vila Santa Catarina, São Paulo, Brazil",-23.65217,-46.6584667,107
Rua Humberto I,Vila Mariana,87,3,0,Apartamento,2851,3411,"Rua Humberto I, Vila Mariana, São Paulo, Brazil",-23.5847336,-46.6422396,117
Rua Glicério,Liberdade,45,1,0,Apartamento,1200,1657,"Rua Glicério, Liberdade, São Paulo, Brazil",-23.558891,-46.6306699,60
Rua Darwin,Jardim Santo Amaro,66,3,2,Apartamento,2920,4104,"Rua Darwin, Jardim Santo Amaro, São Paulo, Brazil",-23.6554148,-46.7002836,118
Alameda dos Pinheiros,Campestre,40,1,0,Studio e kitnet,1500,1558,"Alameda dos Pinheiros, Campestre, São Paulo, Brazil",-23.6271718,-46.54776,120
Rua Dom Bernardo Nogueira,Vila Gumercindo,60,2,1,Apartamento,2300,3419,"Rua Dom Bernardo Nogueira, Vila Gumercindo, São Paulo, Brazil",-23.6076743,-46.6236515,44
Rua Domingos de Morais,Vila Mariana,66,2,1,Apartamento,2910,3416,"Rua Domingos de Morais, Vila Mariana, São Paulo, Brazil",-23.5878672,-46.6355048,76
Rua Carlos Comenale,Bela Vista,60,1,1,Apartamento,3060,4117,"Rua Carlos Comenale, Bela Vista, São Paulo, Brazil",-23.5615106,-46.6549037,79
Rua Tangará,Vila Mariana,220,3,2,Casa,13000,14470,"Rua Tangará, Vila Mariana, São Paulo, Brazil",-23.5889949,-46.6479381,117
Rua Dom Bernardo Nogueira,Vila Gumercindo,56,2,1,Apartamento,2500,3379,"Rua Dom Bernardo Nogueira, Vila Gumercindo, São Paulo, Brazil",-23.6076743,-46.6236515,44
Rua Olegário de Oliveira,Vila Buenos Aires,70,2,1,Casa,1390,1449,"Rua Olegário de Oliveira, Vila Buenos Aires, São Paulo, Brazil",-23.5090735,-46.5131284,143
Rua Abagiba,Saúde,84,3,2,Apartamento,3400,4633,"Rua Abagiba, Saúde, São Paulo, Brazil",-23.6160294,-46.6307755,137
Avenida Leôncio de Magalhães,Jardim São Paulo,31,1,0,Studio e kitnet,1870,2412,"Avenida Leôncio de Magalhães, Jardim São Paulo, São Paulo, Brazil",-23.4894246,-46.618999,135
Rua Francisca Emília,Vila Firmiano Pinto,192,4,2,Casa,4800,5337,"Rua Francisca Emília, Vila Firmiano Pinto, São Paulo, Brazil",-23.6004664,-46.6179056,44
Rua Gaspar Ricardo Júnior,Barra Funda,70,1,0,Casa,1800,2026,"Rua Gaspar Ricardo Júnior, Barra Funda, São Paulo, Brazil",-23.5228081,-46.6669208,112
Praça General Porto Carreiro,Jaguaré,63,2,1,Apartamento,3060,4113,"Praça General Porto Carreiro, Jaguaré, São Paulo, Brazil",-23.5465213,-46.749267,104
Rua Oneyda Alvarenga,Vila da Saúde,65,2,1,Apartamento,1669,2528,"Rua Oneyda Alvarenga, Vila da Saúde, São Paulo, Brazil",-23.6157623,-46.6252757,44
Rua Moinho Velho,Moinho Velho,65,2,1,Apartamento,1550,2160,"Rua Moinho Velho, Moinho Velho, São Paulo, Brazil",-23.6044619,-46.6017978,106
Av Dr Assis Ribeiro,Engenheiro Goulart,53,2,1,Apartamento,1200,1562,"Av Dr Assis Ribeiro, Engenheiro Goulart, São Paulo, Brazil",-23.4998435,-46.5233269,143
Rua Caminho do Engenho,Ferreira,97,2,1,Casa,2300,2398,"Rua Caminho do Engenho, Ferreira, São Paulo, Brazil",-23.5963039,-46.7455528,129
Rua Frederico Abranches,Vila Buarque,32,1,0,Studio e kitnet,1260,1683,"Rua Frederico Abranches, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Avenida Doutor Felipe Pinel,Vila Pirituba,36,2,0,Apartamento,1380,1848,"Avenida Doutor Felipe Pinel, Vila Pirituba, São Paulo, Brazil",-23.4800921,-46.7438506,43
Rua Chile,Taboão,100,2,1,Casa,1850,1965,"Rua Chile, Taboão, São Paulo, Brazil",-23.6607595,-46.6079548,78
Rua Álvaro de Carvalho,Centro,22,1,0,Studio e kitnet,1790,2286,"Rua Álvaro de Carvalho, Centro, São Paulo, Brazil",-23.4079651,-46.8424381,64
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,120,2,1,Casa,4000,4170,"Rua Mil Oitocentos E Vinte E Dois, Ipiranga, São Paulo, Brazil",-23.5882923,-46.5990972,116
Rua Clementine Brenne,Morumbi,36,2,0,Apartamento,1690,2055,"Rua Clementine Brenne, Morumbi, São Paulo, Brazil",-23.6070591,-46.7228122,55
Avenida Engenheiro Armando de Arruda Pereira,Vila do Encontro,59,2,1,Apartamento,1550,2218,"Avenida Engenheiro Armando de Arruda Pereira, Vila do Encontro, São Paulo, Brazil",-23.6461068,-46.6408796,58
Rua Antônio Vieira de Medeiros,Pinheiros,135,3,2,Casa,5500,5733,"Rua Antônio Vieira de Medeiros, Pinheiros, São Paulo, Brazil",-23.5703608,-46.6997438,94
Rua Luís Simões,Piqueri,125,2,1,Casa,2400,2502,"Rua Luís Simões, Piqueri, São Paulo, Brazil",-23.5037448,-46.7127886,93
Rua Maria Gonçalves,Vila Gustavo,120,2,3,Casa,2730,2863,"Rua Maria Gonçalves, Vila Gustavo, São Paulo, Brazil",-23.4892028,-46.5983381,59
Rua Rizieri Negrini,Parque Fongaro,61,3,1,Apartamento,1785,2457,"Rua Rizieri Negrini, Parque Fongaro, São Paulo, Brazil",-23.6367191,-46.5934083,37
Rua Araranguá,Taboão,100,3,1,Casa,2500,2773,"Rua Araranguá, Taboão, São Paulo, Brazil",-23.6643153,-46.6145,140
Rua da Consolação,Cerqueira César,80,2,1,Apartamento,4300,5458,"Rua da Consolação, Cerqueira César, São Paulo, Brazil",-23.560858,-46.6684232,79
Avenida Xavier Pinheiro,Vila Formosa,50,1,1,Casa,850,1139,"Avenida Xavier Pinheiro, Vila Formosa, São Paulo, Brazil",-23.5632631,-46.5394346,87
Rua Herculano de Freitas,Bela Vista,35,1,0,Apartamento,1400,2104,"Rua Herculano de Freitas, Bela Vista, São Paulo, Brazil",-23.5552798,-46.6529238,96
Rua Yayá,Canhema,44,2,1,Apartamento,2065,2701,"Rua Yayá, Canhema, São Paulo, Brazil",-23.6805548,-46.6021164,78
Rua Nestor Pestana,Consolação,62,1,0,Apartamento,2000,2515,"Rua Nestor Pestana, Consolação, São Paulo, Brazil",-23.5551576,-46.6585334,138
Avenida Duquesa Goiás,Real Parque,26,1,0,Studio e kitnet,1345,1752,"Avenida Duquesa Goiás, Real Parque, São Paulo, Brazil",-23.6068571,-46.7016005,83
Rua Aristides Jofre,Casa Verde Alta,58,2,1,Apartamento,1250,1942,"Rua Aristides Jofre, Casa Verde Alta, São Paulo, Brazil",-23.491353099999998,-46.6639076,20
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,126,2,2,Casa,4000,4067,"Rua Mil Oitocentos E Vinte E Dois, Ipiranga, São Paulo, Brazil",-23.5882923,-46.5990972,116
Praça Marechal Deodoro,Santa Cecilia,50,1,0,Apartamento,1940,2385,"Praça Marechal Deodoro, Santa Cecilia, São Paulo, Brazil",-23.5339468,-46.6551696,40
Avenida Ricardo Medina Filho,Vila Ipojuca,16,1,0,Apartamento,1320,1388,"Avenida Ricardo Medina Filho, Vila Ipojuca, São Paulo, Brazil",-23.5339206,-46.7063978,52
Rua Marquês Lages,Vila Moraes,63,2,1,Apartamento,3100,3790,"Rua Marquês Lages, Vila Moraes, São Paulo, Brazil",-23.7679775,-47.4151693,36
Rua Vergueiro,Vila Firmiano Pinto,70,3,1,Apartamento,1575,2433,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo, Brazil",-23.6051579,-46.6144546,44
Rua Major Freire,Vila Monte Alegre,60,2,1,Apartamento,2500,3460,"Rua Major Freire, Vila Monte Alegre, São Paulo, Brazil",-23.6279986,-46.6361697,137
Rua Machado de Assis,Vila Mariana,90,2,0,Apartamento,3000,3769,"Rua Machado de Assis, Vila Mariana, São Paulo, Brazil",-23.5822325,-46.6371444,76
Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,52,2,0,Apartamento,1530,1939,"Rua Doutor Nicolau Alberto Defina, Jardim da Saúde, São Paulo, Brazil",-23.6165254,-46.6108314,136
Rua Cayowaá,Perdizes,39,1,0,Apartamento,1400,1935,"Rua Cayowaá, Perdizes, São Paulo, Brazil",-23.540084,-46.6847765,100
Rua Tremembé,Rudge Ramos,79,3,2,Apartamento,1770,2658,"Rua Tremembé, Rudge Ramos, São Paulo, Brazil",-23.6674913,-46.5591562,108
Rua Ângelo Aloísio,Guapira,70,2,1,Apartamento,2000,2601,"Rua Ângelo Aloísio, Guapira, São Paulo, Brazil",-23.4596894,-46.5856074,90
Rua Herculânia,Vila Monumento,210,3,2,Casa,4800,5240,"Rua Herculânia, Vila Monumento, São Paulo, Brazil",-23.5769128,-46.613343,116
Largo Arouche,República,81,1,0,Apartamento,2500,3287,"Largo Arouche, República, São Paulo, Brazil",-23.5410441,-46.6453733,89
Avenida Buenos Aires,Vila Buenos Aires,51,2,1,Apartamento,1498,1820,"Avenida Buenos Aires, Vila Buenos Aires, São Paulo, Brazil",-23.511867,-46.5159565,143
Rua Turiassu,Perdizes,80,2,1,Apartamento,7000,7090,"Rua Turiassu, Perdizes, São Paulo, Brazil",-23.5344301,-46.6643729,40
Rua José Debieux,Santana,67,2,2,Apartamento,4000,5304,"Rua José Debieux, Santana, São Paulo, Brazil",-23.4963671,-46.6235498,135
Rua Joaquim Ferreira,Água Branca,65,2,2,Apartamento,4000,5381,"Rua Joaquim Ferreira, Água Branca, São Paulo, Brazil",-23.523013,-46.6882658,52
Rua Ibituruna,Parque Imperial,31,1,0,Casa,1500,1680,"Rua Ibituruna, Parque Imperial, São Paulo, Brazil",-23.6229033,-46.6363032,137
Avenida Tiradentes,Luz,63,3,1,Apartamento,2675,3340,"Avenida Tiradentes, Luz, São Paulo, Brazil",-23.5294977,-46.6315124,89
Rua Conselheiro Saraiva,Santana,100,3,0,Apartamento,2740,3092,"Rua Conselheiro Saraiva, Santana, São Paulo, Brazil",-23.4988633,-46.626233,135
Rua Itaici,Santa Teresinha,70,3,1,Apartamento,2600,3383,"Rua Itaici, Santa Teresinha, São Paulo, Brazil",-23.4924573,-46.6375041,109
Rua Brigadeiro Tobias,Centro Histórico de São Paulo,39,1,0,Apartamento,1269,1749,"Rua Brigadeiro Tobias, Centro Histórico de São Paulo, São Paulo, Brazil",-23.802029,-46.9140397,19
Avenida da Liberdade,Liberdade,31,1,0,Studio e kitnet,1750,2218,"Avenida da Liberdade, Liberdade, São Paulo, Brazil",-23.5577589,-46.6367199,60
Rua Itajaí,Mooca,79,3,1,Apartamento,4041,5104,"Rua Itajaí, Mooca, São Paulo, Brazil",-23.5507877,-46.6008442,62
Rua Martins Fontes,Bela Vista,33,1,0,Studio e kitnet,1265,1664,"Rua Martins Fontes, Bela Vista, São Paulo, Brazil",-23.181468,-45.871944,57
Rua Professor Antônio de Paula Santos,Chácara Inglesa,70,2,1,Casa,1850,2007,"Rua Professor Antônio de Paula Santos, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Rua Barão do Bananal,Vila Pompéia,50,2,1,Apartamento,2238,3112,"Rua Barão do Bananal, Vila Pompéia, São Paulo, Brazil",-23.533822,-46.6889664,100
Alameda Fernão Cardim,Jardim Paulista,78,2,0,Apartamento,3800,5023,"Alameda Fernão Cardim, Jardim Paulista, São Paulo, Brazil",-23.5688932,-46.653201,79
Rua Brás Lourenço,Vila Mariana,43,1,0,Studio e kitnet,1215,1263,"Rua Brás Lourenço, Vila Mariana, São Paulo, Brazil",-23.5824879,-46.6237898,76
Rua Ouvidor Portugal,Vila Monumento,19,1,0,Apartamento,1050,1125,"Rua Ouvidor Portugal, Vila Monumento, São Paulo, Brazil",-23.5727243,-46.6127626,116
Rua São Manoel,Vila Galvão,62,2,1,Apartamento,1790,2519,"Rua São Manoel, Vila Galvão, São Paulo, Brazil",-23.457689950000002,-46.56574475,90
Rua da Glória,Liberdade,54,2,1,Apartamento,2830,3715,"Rua da Glória, Liberdade, São Paulo, Brazil",-23.5577081,-46.6340727,60
Rua Padre Luiz da Grã,Saúde,22,1,0,Casa,920,993,"Rua Padre Luiz da Grã, Saúde, São Paulo, Brazil",-23.6160294,-46.6307755,137
Rua Edmundo de Amicis,Morumbi,0,3,2,Casa,3200,3351,"Rua Edmundo de Amicis, Morumbi, São Paulo, Brazil",-23.6088922,-46.7228122,55
Rua Jaceguai,Bela Vista,39,1,0,Apartamento,2300,2389,"Rua Jaceguai, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6480884,96
Rua Santa Isabel,Vila Buarque,36,1,0,Apartamento,1160,1711,"Rua Santa Isabel, Vila Buarque, São Paulo, Brazil",-23.5427925,-46.6466777,89
Rua Izabel de Oliveira,Piqueri,100,2,0,Casa,1680,1851,"Rua Izabel de Oliveira, Piqueri, São Paulo, Brazil",-23.5032342,-46.7105617,93
Alameda Campinas,Jardim Paulista,37,1,1,Studio e kitnet,3500,4611,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Álvaro de Carvalho,Centro Histórico de São Paulo,47,1,0,Apartamento,3500,4171,"Rua Álvaro de Carvalho, Centro Histórico de São Paulo, São Paulo, Brazil",-23.802029,-46.9140397,19
Rua da Consolação,Consolação,64,2,1,Apartamento,4500,6029,"Rua da Consolação, Consolação, São Paulo, Brazil",-23.5524608,-46.6585334,138
Rua Orfanato,Vila Prudente,85,2,0,Apartamento,1240,2175,"Rua Orfanato, Vila Prudente, São Paulo, Brazil",-23.5815503,-46.5853792,123
Rua dos Guedes,Jardim Bom Clima,120,2,1,Casa,1950,2071,"Rua dos Guedes, Jardim Bom Clima, São Paulo, Brazil",-23.4577157,-46.5204883,42
Rua Alfredo Pujol,Santana,35,1,0,Apartamento,985,1023,"Rua Alfredo Pujol, Santana, São Paulo, Brazil",-23.4999644,-46.6272596,135
Alameda Santos,Cerqueira César,92,2,0,Apartamento,3500,4627,"Alameda Santos, Cerqueira César, São Paulo, Brazil",-23.5658624,-46.6532209,79
Rua Genebra,Bela Vista,25,1,0,Apartamento,3300,3792,"Rua Genebra, Bela Vista, São Paulo, Brazil",-23.0718423,-47.2312011,28
Rua Paracatu,Parque Imperial,83,3,2,Apartamento,4200,5433,"Rua Paracatu, Parque Imperial, São Paulo, Brazil",-23.6219869,-46.6342887,137
Alameda Ribeiro da Silva,Campos Elíseos,60,2,0,Apartamento,1360,1978,"Alameda Ribeiro da Silva, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Ministro Ferreira Alves,Perdizes,126,3,0,Apartamento,4500,6661,"Rua Ministro Ferreira Alves, Perdizes, São Paulo, Brazil",-23.5280168,-46.6882176,100
Rua Joaquim Távora,Vila Mariana,70,2,1,Apartamento,3600,5027,"Rua Joaquim Távora, Vila Mariana, São Paulo, Brazil",-23.5874358,-46.6447172,117
Rua Doutor Almeida Lima,Brás,42,1,0,Apartamento,1955,2300,"Rua Doutor Almeida Lima, Brás, São Paulo, Brazil",-23.5457479,-46.6146076,99
Rua Vitória,Santa Ifigênia,69,1,0,Apartamento,1800,2292,"Rua Vitória, Santa Ifigênia, São Paulo, Brazil",-23.5371569,-46.6377575,89
Rua Brigadeiro Tobias,Centro Histórico de São Paulo,49,2,0,Apartamento,1600,2103,"Rua Brigadeiro Tobias, Centro Histórico de São Paulo, São Paulo, Brazil",-23.802029,-46.9140397,19
Rua Doutor César,Santana,58,2,1,Apartamento,2000,3143,"Rua Doutor César, Santana, São Paulo, Brazil",-23.5031147,-46.6327175,135
Rua Marquês de Itu,Vila Buarque,47,1,1,Apartamento,2820,3729,"Rua Marquês de Itu, Vila Buarque, São Paulo, Brazil",-23.5438654,-46.6455922,89
Rua Oscar Thompson,Barra Funda,67,2,1,Apartamento,3000,4014,"Rua Oscar Thompson, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Aurora,Santa Ifigênia,39,1,1,Studio e kitnet,2600,3500,"Rua Aurora, Santa Ifigênia, São Paulo, Brazil",-23.5390263,-46.638775,89
Avenida das Ameixeiras,Taboão,29,1,0,Casa,600,655,"Avenida das Ameixeiras, Taboão, São Paulo, Brazil",-23.6683834,-46.6060942,78
Rua Heitor Penteado,Sumarezinho,50,2,1,Apartamento,2650,3438,"Rua Heitor Penteado, Sumarezinho, São Paulo, Brazil",-23.5458775,-46.6915712,149
Rua Tuiuti,Tatuapé,165,3,3,Apartamento,9000,11310,"Rua Tuiuti, Tatuapé, São Paulo, Brazil",-23.5466395,-46.5740647,53
Rua Ribeirão Branco,Vila Bertioga,36,2,0,Apartamento,2430,2661,"Rua Ribeirão Branco, Vila Bertioga, São Paulo, Brazil",-22.3851905,-46.9246496,3
Rua Corneteiro Jesus,Água Fria,65,2,0,Apartamento,1200,1997,"Rua Corneteiro Jesus, Água Fria, São Paulo, Brazil",-23.4805037,-46.6196963,59
Rua Joaquim Távora,Vila Mariana,60,1,0,Apartamento,2100,2552,"Rua Joaquim Távora, Vila Mariana, São Paulo, Brazil",-23.5874358,-46.6447172,117
Rua das Jóias,Vila do Encontro,90,2,0,Casa,1330,1386,"Rua das Jóias, Vila do Encontro, São Paulo, Brazil",-23.6556163,-46.6393873,58
Rua Dona Antônia de Queirós,Consolação,57,1,1,Apartamento,4500,5464,"Rua Dona Antônia de Queirós, Consolação, São Paulo, Brazil",-23.5529893,-46.6521182,96
Avenida Cásper Líbero,Centro Histórico de São Paulo,44,1,0,Studio e kitnet,2600,3165,"Avenida Cásper Líbero, Centro Histórico de São Paulo, São Paulo, Brazil",-23.802029,-46.9140397,19
Rua José de Magalhães,Vila Clementino,106,3,2,Apartamento,4980,6731,"Rua José de Magalhães, Vila Clementino, São Paulo, Brazil",-23.5959322,-46.6491128,117
Rua Voltolino,Água Rasa,92,3,1,Apartamento,2600,3525,"Rua Voltolino, Água Rasa, São Paulo, Brazil",-23.5639646,-46.5797243,119
Rua Sarandira,Jaguaré,21,1,0,Casa,1280,1401,"Rua Sarandira, Jaguaré, São Paulo, Brazil",-23.5429188,-46.7430532,104
Avenida São João,República,29,1,0,Apartamento,1427,1792,"Avenida São João, República, São Paulo, Brazil",-23.5412952,-46.6421306,89
Rua Alexandre Benois,Vila Andrade,63,3,1,Apartamento,3100,3857,"Rua Alexandre Benois, Vila Andrade, São Paulo, Brazil",-23.6360019,-46.7378043,85
Avenida Conselheiro Rodrigues Alves,Vila Mariana,75,2,0,Apartamento,2650,3686,"Avenida Conselheiro Rodrigues Alves, Vila Mariana, São Paulo, Brazil",-23.5832109,-46.6412074,117
Avenida Elísio Teixeira Leite,Vila Brasilandia,50,2,0,Apartamento,1445,1639,"Avenida Elísio Teixeira Leite, Vila Brasilandia, São Paulo, Brazil",-23.4718895,-46.7063206,115
Avenida Padre Pereira de Andrade,Alto de Pinheiros,49,1,1,Apartamento,4100,5036,"Avenida Padre Pereira de Andrade, Alto de Pinheiros, São Paulo, Brazil",-23.5402548,-46.719423,128
Praça Visconde de Sousa Fontes,Parque da Mooca,59,2,2,Apartamento,2360,3785,"Praça Visconde de Sousa Fontes, Parque da Mooca, São Paulo, Brazil",-23.5777207,-46.5889172,123
Rua Manoel Dutra,Bela Vista,22,0,0,Studio e kitnet,1700,1906,"Rua Manoel Dutra, Bela Vista, São Paulo, Brazil",-23.5556409,-46.6480884,96
Rua Bélgica,Parque das Nações,100,3,0,Casa,2800,2919,"Rua Bélgica, Parque das Nações, São Paulo, Brazil",-23.6344561,-46.5258295,86
Rua Doutor Ivo Define Frasca,Vila Olímpia,60,2,1,Apartamento,5239,6242,"Rua Doutor Ivo Define Frasca, Vila Olímpia, São Paulo, Brazil",-23.593873,-46.6738906,127
Rua Brigadeiro Godinho dos Santos,Vila Pirituba,40,1,1,Apartamento,1700,2256,"Rua Brigadeiro Godinho dos Santos, Vila Pirituba, São Paulo, Brazil",-23.4768403,-46.7429315,43
Rua General Glicério,Centro,66,2,0,Apartamento,2500,2946,"Rua General Glicério, Centro, São Paulo, Brazil",-23.6540515,-46.5284101,148
Rua Dona Ana Neri,Cambuci,41,2,1,Apartamento,2200,2575,"Rua Dona Ana Neri, Cambuci, São Paulo, Brazil",-23.5635635,-46.6176616,25
Avenida Brigadeiro Luís Antônio,Bela Vista,26,1,0,Apartamento,1997,2574,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, Brazil",-23.565969,-46.6479669,0
Avenida Doutor Cardoso de Melo,Vila Olímpia,74,2,1,Apartamento,5500,7208,"Avenida Doutor Cardoso de Melo, Vila Olímpia, São Paulo, Brazil",-23.5965974,-46.6887775,83
Rua Barão de Tramandaí,Vila Alpina,62,2,0,Apartamento,2200,2404,"Rua Barão de Tramandaí, Vila Alpina, São Paulo, Brazil",-23.6004452,-46.5626103,48
Rua Custódio de Mendonça,Santana,40,1,0,Apartamento,3500,3785,"Rua Custódio de Mendonça, Santana, São Paulo, Brazil",-23.4973254,-46.634205,135
Avenida Guarapiranga,Jardim das Flores,51,2,1,Apartamento,2920,3545,"Avenida Guarapiranga, Jardim das Flores, São Paulo, Brazil",-23.536176849999997,-46.79487345,54
Rua Correia de Lemos,Chácara Inglesa,41,1,0,Apartamento,2420,2871,"Rua Correia de Lemos, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Avenida João Pessoa,Lauzane Paulista,58,2,1,Apartamento,1450,2156,"Avenida João Pessoa, Lauzane Paulista, São Paulo, Brazil",-23.4761414,-46.6493461,145
Rua José Maria,Penha de França,49,2,1,Apartamento,2400,2781,"Rua José Maria, Penha de França, São Paulo, Brazil",-23.5239594,-46.5402651,70
Rua Doutor Zuquim,Santana,38,1,1,Apartamento,2600,3321,"Rua Doutor Zuquim, Santana, São Paulo, Brazil",-23.489292,-46.624212,135
Rua Custódio de Mendonça,Santana,36,2,0,Apartamento,1600,1812,"Rua Custódio de Mendonça, Santana, São Paulo, Brazil",-23.4973254,-46.634205,135
Avenida Cipriano Rodrigues 492 Apto 3 Bl2,Vila Formosa,76,3,0,Apartamento,2300,2860,"Avenida Cipriano Rodrigues 492 Apto 3 Bl2, Vila Formosa, São Paulo, Brazil",-23.5651676,-46.5433707,87
Rua Fernão Dias,Pinheiros,150,3,1,Casa,5543,6284,"Rua Fernão Dias, Pinheiros, São Paulo, Brazil",-23.5641542,-46.6957447,94
Rua Apeninos,Vila Mariana,25,1,0,Apartamento,3550,4045,"Rua Apeninos, Vila Mariana, São Paulo, Brazil",-23.5776889,-46.6395715,0
Rua Domingos Magno,Vila Silveira,94,3,1,Apartamento,2200,3224,"Rua Domingos Magno, Vila Silveira, São Paulo, Brazil",-23.4575954,-46.5403495,121
Avenida Koki Koga,Parque Continental I,20,1,0,Casa,700,845,"Avenida Koki Koga, Parque Continental I, São Paulo, Brazil",-23.4344907,-46.5546513,139
Avenida Nove de Julho,Jardim Paulista,86,2,0,Apartamento,3000,3965,"Avenida Nove de Julho, Jardim Paulista, São Paulo, Brazil",-23.5745726,-46.667823,79
Rua Ararapirá,Vila Monte Alegre,77,3,2,Apartamento,2319,3509,"Rua Ararapirá, Vila Monte Alegre, São Paulo, Brazil",-23.6230614,-46.6409379,137
Rua Lino Coutinho,Ipiranga,100,3,1,Casa,4840,5376,"Rua Lino Coutinho, Ipiranga, São Paulo, Brazil",-23.5986265,-46.6018366,106
Rua Barbacena,Sapopemba,50,2,0,Casa,1110,1222,"Rua Barbacena, Sapopemba, São Paulo, Brazil",-23.594809,-46.5348675,48
Rua Coronel Mursa,Brás,19,1,0,Apartamento,2450,2865,"Rua Coronel Mursa, Brás, São Paulo, Brazil",-23.5488011,-46.6166353,99
